facility_id,facility_name,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs
390153,PAOLI HOSPITAL,0015CD44ZFB3ZJS,Y
390156,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,0015C8XCN16R6V5,Y
390160,CANONSBURG GENERAL HOSPITAL,0015C8XCN16R6V5,Y
390162,ST LUKE'S HOSPITAL - EASTON CAMPUS,0015CU4K22JVL8J,Y
390163,ACMH HOSPITAL,0015CLA44R5GBV6,Y
390164,UPMC PRESBYTERIAN SHADYSIDE,0015C4F9W7075HE,Y
390168,INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,0015CE4ZXJ0FKT5,Y
390173,INDIANA REGIONAL MEDICAL CENTER,0015C6KNL4KA1RT,Y
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,0015CYT94LS81XV,Y
390178,UPMC HORIZON,0015C4F9W7075HE,Y
390179,CHESTER COUNTY HOSPITAL,0015C2CST3XC8M3,Y
390180,CROZER CHESTER MEDICAL CENTER,0015CFR5DB8JFH2,Y
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,0015CU4K22JVL8J,Y
390184,PENN HIGHLANDS CONNELLSVILLE,,No
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,0015CSC3LJ4K3LJ,Y
390195,MAIN LINE HOSPITAL LANKENAU,0015CD44ZFB3ZJS,Y
390198,MILLCREEK COMMUNITY HOSPITAL,0015CL5A7NHJ2PF,Y
390199,PUNXSUTAWNEY AREA HOSPITAL,0015CQH8MT2B8LA,Y
390201,LEHIGH VALLEY HOSPITAL - POCONO,0015CSC3LJ4K3LJ,Y
390203,DOYLESTOWN HOSPITAL,0015C59X2LHC8S3,Y
390204,NAZARETH HOSPITAL,0015C8XCN16R6V5,Y
390211,SHARON REGIONAL HEALTH SYSTEM,0015C28CYJ5LLF4,Y
390217,EXCELA HEALTH - FRICK HOSPITAL,0015CSW04H3R5S7,Y
390219,EXCELA HEALTH LATROBE HOSPITAL,0015CSW04H3R5S7,Y
390222,RIDDLE MEMORIAL HOSPITAL,0015CD44ZFB3ZJS,Y
390223,PENN PRESBYTERIAN MEDICAL CENTER,0015C2CST3XC8M3,Y
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,0015C4813GJT60L,Y
390226,PENNSYLVANIA HOSPITAL,0015C2CST3XC8M3,Y
390228,ST CLAIR HOSPITAL,0015CF2C9MW8EHH,Y
390231,JEFFERSON ABINGTON HOSPITAL,0015CYT94LS81XV,Y
390233,UPMC HANOVER,0015CYT94LS81XV,Y
390237,REGIONAL HOSPITAL OF SCRANTON,0015CPE9ARQ008M,Y
390256,MILTON S HERSHEY MEDICAL CENTER,0015CSZ1D3D119Q,Y
390258,ST MARY MEDICAL CENTER,0015C8XCN16R6V5,Y
390265,JEFFERSON HOSPITAL,0015C8XCN16R6V5,Y
390266,GROVE CITY MEDICAL CENTER,0015C8XCN16R6V5,Y
390267,FORBES HOSPITAL,0015C8XCN16R6V5,Y
390268,MOUNT NITTANY MEDICAL CENTER,0015CJ1TNC3P2D8,Y
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,0015CTU9MP4EP7C,Y
390272,VALLEY FORGE MEDICAL CENTER,,No
390278,EAGLEVILLE HOSPITAL,,No
390304,ROXBOROUGH MEMORIAL HOSPITAL,0015C4H2WUK0S3A,Y
390307,EDGEWOOD SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
390316,SURGICAL INSTITUTE OF READING,0015CFG3Q10HY2V,Y
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,0015CMZ172UYZ2N,Y
390323,ADVANCED SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
390324,PHYSICIANS CARE SURGICAL HOSPITAL,,No
390325,OSS ORTHOPAEDIC HOSPITAL,0015C7ZEJ6BU1C3,Y
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,0015CU4K22JVL8J,Y
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,0015C4813GJT60L,Y
390328,UPMC EAST,0015C4F9W7075HE,Y
390329,JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,0015CXG91Q2CMQ1,Y
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,0015CU4K22JVL8J,Y
390331,WILLS EYE HOSPITAL,,No
390332,GEISINGER ST. LUKE'S  HOSPITAL,0015CU4K22JVL8J,Y
390333,"AHN EMERUS WESTMORELAND, LLC",0015C8XCN16R6V5,Y
390334,AHN WEXFORD HOSPITAL,0015C8XCN16R6V5,Y
390335,ST LUKE'S HOSPITAL - CARBON CAMPUS,0015CU4K22JVL8J,Y
390336,PENN STATE HEALTH HAMPDEN MEDICAL CENTER,0015CSZ1D3D119Q,Y
390337,GEISINGER MEDICAL CENTER MUNCY,0015CTU9MP4EP7C,Y
390338,LEHIGH VALLEY HOSPITAL - DICKSON CITY,0015CSC3LJ4K3LJ,Y
390339,PENN STATE HEALTH LANCASTER MEDICAL CENTER,0015CSZ1D3D119Q,Y
390430,LEHIGH VALLEY HOSPITAL - MACUNGIE,,No
391300,GEISINGER JERSEY SHORE HOSPITAL,0015CTU9MP4EP7C,Y
391301,UPMC MUNCY,0015C4F9W7075HE,Y
391302,CONEMAUGH MEYERSDALE MEDICAL CENTER,0015CYT94LS81XV,Y
391303,FULTON COUNTY MEDICAL CENTER,0015CTA71RA982F,Y
391304,BUCKTAIL MEDICAL CENTER,,No
391305,TROY COMMUNITY HOSPITAL,0015CS2TT1R8X1C,Y
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,,No
391307,PENN HIGHLANDS TYRONE,0015CSZ2VTV7WY6,Y
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,0015C7ZEJ6BU1C3,Y
391309,BARNES-KASSON COUNTY HOSPITAL,0015CFG3Q10HY2V,Y
391312,PENN HIGHLANDS BROOKVILLE,0015CSZ2VTV7WY6,Y
391313,UPMC COLE,0015CSB4Y1BMG1U,Y
391314,TITUSVILLE AREA HOSPITAL,0015CDQ4NT0CME6,Y
391315,PENN HIGHLANDS ELK,0015CSZ2VTV7WY6,Y
391316,UPMC WELLSBORO,0015C4F9W7075HE,Y
391317,CONEMAUGH MINERS MEDICAL CENTER,0015CYT94LS81XV,Y
393302,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,,No
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,,No
393304,CHILDREN'S HOME OF PITTSBURGH,,No
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,,No
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,,No
400001,PRESBYTERIAN COMMUNITY HOSP,0015CFX08VG5AXH,Y
400003,HOSPITAL METROPOLITANO DR PILA,0015CHH2AAH53VH,Y
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",,No
400005,HOPE MEDICAL CENTER,0015CLL9VAX6EZQ,No
400006,DOCTOR'S CENTER DE SAN JUAN,0015CKP6KWF4UW0,No
400007,RYDER MEMORIAL HOSPITAL INC,0015C917BEA0FB5,No
400010,HOSPITAL GENERAL DE CASTANER,,No
400011,"HOSPITAL MENONITA HUMACAO, INC",0015CS7XK0W87PF,Y
400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,,No
400013,HOSPITAL MENONITA DE CAYEY,0015CS7XK0W87PF,Y
400014,BELLA VISTA HOSPITAL,0015CA45TU33P9R,No
400015,SAN JUAN MUNICIPAL HOSPITAL,0015C917BEA0FB5,No
400016,AUXILIO MUTUO HOSPITAL,,No
400018,HOSPITAL MENONITA DE AIBONITO,0015CS7XK0W87PF,Y
400019,HOSPITAL PAVIA SANTURCE,0015CHH2AAH53VH,Y
400021,HOSPITAL DE LA CONCEPCION,0015C720UFM119U,Y
400022,HOSPITAL DAMAS INC,0015C917BEA0FB5,Y
400032,BAYAMON MEDICAL CENTER,0015CYN11UCD45P,Y
400044,HOSPITAL EPISCOPAL SAN LUCAS II,0015CZ5HQA3QUJ3,No
400048,HOSPITAL MENONITA GUAYAMA,0015CS7XK0W87PF,Y
400061,HOSPITAL UNIVERSITARIO DE ADULTO,,No
400079,HOSPITAL  COMUNITARIO BUEN SAMARITANO INC,0015C917BEA0FB5,No
400087,HOSPITAL PAVIA ARECIBO,0015CHH2AAH53VH,Y
400098,HOSPITAL SAN FRANCISCO,0015CHH2AAH53VH,Y
400102,DOCTORS' CENTER BAYAMON,0015CKP6KWF4UW0,No
400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,0015CYN11UCD45P,Y
400104,HOSPITAL MENONITA CAGUAS INC,0015CS7XK0W87PF,Y
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,,No
400106,METROPOLITAN HOSPITAL,0015CHH2AAH53VH,Y
400109,HIMA SAN PABLO BAYAMON,0015CLL9VAX6EZQ,Y
400110,HOSPITAL PAVIA YAUCO,0015CHH2AAH53VH,Y
400111,HOSPITAL SAN CARLOS BORROMEO,,No
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",0015C8CHE73ABS5,No
400113,HOSPITAL MENONITA PONCE,0015CS7XK0W87PF,Y
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,0015CYN11UCD45P,Y
400115,CENTRO MEDICO WILMA N VAZQUEZ,0015CR6J0TAK0V7,Y
400117,HOSPITAL METROPOLITANO  DR SUSONI,0015CHH2AAH53VH,Y
400118,"DOCTORS' CENTER HOSPITAL, INC",0015CKP6KWF4UW0,Y
400120,HOSPITAL PAVIA CAGUAS,0015CLA5J01BVJ6,No
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,0015CKX0JW40CCE,Y
400123,HOSPITAL PEREA,0015CHH2AAH53VH,Y
400124,CENTRO CARDIOVASCULAR,,No
400126,HOSPITAL METROPOLITANO DE SAN GERMAN,0015CHH2AAH53VH,Y
400127,ASEM,,No
400128,"HOSPITAL PAVIA HATO REY, INC",0015CHH2AAH53VH,No
400130,HOSPITAL METROPOLITANO DE LA MONTANA,,No
400131,CARIBBEAN MEDICAL CENTER,0015C917BEA0FB5,No
400132,DOCTORS CENTER HOSPITAL  CAROLINA LLC,0015CKP6KWF4UW0,Y
400134,SAN JORGE CHILDRENS HOSPITAL INC,0015C44X5DUB66S,No
400135,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,,No
400136,HOSPITAL SAN ANTONIO INC,,No
400137,DOCTORS CENTER HOSPITAL ORLANDO HEALTH DORADO,0015CLG22RSC84T,No
400138,PUERTO RICO WOMEN AND CHILDREN HOSPITAL LLC,,No
400139,HOSPITAL EPISCOPAL  SAN LUCAS METRO,,No
403301,UNIVERSITY PEDIATRIC HOSPITAL,,No
410004,ROGER WILLIAMS MEDICAL CENTER,0015CDF5PY4TJP8,Y
410005,OUR LADY OF FATIMA HOSPITAL,0015CDF5PY4TJP8,Y
410006,NEWPORT HOSPITAL,0015CMR2H5W8V1L,Y
410007,RHODE ISLAND HOSPITAL,0015CMR2H5W8V1L,Y
410008,SOUTH COUNTY HOSPITAL INC,0015C232RB5011D,Y
410009,KENT COUNTY MEMORIAL HOSPITAL,0015CEZ6FY4WR6V,Y
410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,0015CEZ6FY4WR6V,Y
410011,LANDMARK MEDICAL CENTER,0015C4H2WUK0S3A,Y
410012,THE MIRIAM HOSPITAL,0015CMR2H5W8V1L,Y
410013,WESTERLY HOSPITAL,0015C257B7545Y1,Y
420002,PIEDMONT MEDICAL CENTER,0015CLT8S0A3MT6,Y
420004,MUSC MEDICAL CENTER,0015C2DDX89TPT7,Y
420005,MCLEOD MEDICAL CENTER - DILLON,0015C37GF5EE7ZL,Y
420007,SPARTANBURG MEDICAL CENTER,0015CYA85WUZ6AJ,Y
420009,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,0015C4J0ZKW5KKJ,Y
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,0015CUR4EAF5ZKZ,Y
420011,CANNON MEMORIAL HOSPITAL,0015CRT7Y4XJX42,Y
420015,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,0015C4J0ZKW5KKJ,Y
420018,PRISMA HEALTH RICHLAND HOSPITAL,0015C4J0ZKW5KKJ,Y
420019,MUSC HEALTH CHESTER MEDICAL CENTER,0015C2DDX89TPT7,Y
420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,,No
420023,ST FRANCIS-DOWNTOWN,0015C4J0ZKW5KKJ,Y
420026,MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,0015C2DDX89TPT7,Y
420027,ANMED HEALTH,0015CRT7Y4XJX42,No
420030,COLLETON MEDICAL CENTER,0015C622YQ4JDC3,Y
420033,PRISMA HEALTH GREER MEMORIAL HOSPITAL,0015C4J0ZKW5KKJ,Y
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,0015C2DDX89TPT7,Y
420037,PRISMA HEALTH HILLCREST HOSPITAL,0015C4J0ZKW5KKJ,Y
420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,0015C4J0ZKW5KKJ,Y
420043,CHEROKEE MEDICAL CENTER,0015CYA85WUZ6AJ,Y
420048,KERSHAWHEALTH,0015C2DDX89TPT7,Y
420049,CONWAY MEDICAL CENTER,0015CFR3QTF4M95,Y
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,0015C37GF5EE7ZL,Y
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,,No
420055,MUSC HEALTH MARION MEDICAL CENTER,0015C2DDX89TPT7,Y
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,0015C4J0ZKW5KKJ,Y
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,0015CW5A59QBT9K,Y
420070,PRISMA HEALTH TUOMEY HOSPITAL,0015C4J0ZKW5KKJ,Y
420071,SELF REGIONAL HEALTHCARE,0015C97XDZ8XB5U,Y
420072,HAMPTON REGIONAL MEDICAL CENTER,,No
420073,LEXINGTON MEDICAL CENTER,0015CK5UZP40BNB,Y
420078,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,0015C4J0ZKW5KKJ,Y
420079,TRIDENT MEDICAL CENTER,0015C622YQ4JDC3,Y
420080,HILTON HEAD REGIONAL MEDICAL CENTER,0015CLT8S0A3MT6,Y
420082,AIKEN REGIONAL MEDICAL CENTER,0015CQC4AND9RQT,Y
420085,GRAND STRAND REGIONAL MEDICAL CENTER,0015C622YQ4JDC3,Y
420086,PRISMA HEALTH BAPTIST,0015C4J0ZKW5KKJ,Y
420087,ROPER HOSPITAL,0015C4J0ZKW5KKJ,Y
420089,EAST COOPER MEDICAL CENTER,0015CLT8S0A3MT6,Y
420091,MUSC HEALTH FLORENCE MEDICAL CENTER,0015C2DDX89TPT7,Y
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,,No
420101,COASTAL CAROLINA HOSPITAL,0015CLT8S0A3MT6,Y
420102,PRISMA HEALTH  PATEWOOD HOSPITAL,0015C4J0ZKW5KKJ,Y
420103,PELHAM MEDICAL CENTER,0015CYA85WUZ6AJ,Y
420104,MOUNT PLEASANT HOSPITAL,0015C4J0ZKW5KKJ,Y
420105,MCLEOD LORIS  HOSPITAL,0015C37GF5EE7ZL,Y
420106,PRISMA HEALTH BAPTIST PARKRIDGE,0015C4J0ZKW5KKJ,Y
420107,MCLEOD HEALTH CHERAW,0015C37GF5EE7ZL,Y
420108,UNION MEDICAL CENTER,0015CYA85WUZ6AJ,Y
420109,MCLEOD HEALTH CLARENDON,0015C37GF5EE7ZL,Y
420110,ROPER ST FRANCIS HOSPITAL-BERKELEY INC,0015C4J0ZKW5KKJ,Y
421300,ALLENDALE COUNTY HOSPITAL,,No
421301,ABBEVILLE AREA MEDICAL CENTER,0015CT0PPT32RH0,Y
421304,EDGEFIELD COUNTY HEALTHCARE AN AFFILIATE OF SELF R,,No
423300,SHRINERS HOSPITALS FOR CHILDREN,,No
430005,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",0015CFG3Q10HY2V,Y
430008,BROOKINGS HEALTH SYSTEM,0015CJ1HAB8N8YU,Y
430012,AVERA SACRED HEART HOSPITAL,0015CJ1HAB8N8YU,Y
430014,AVERA ST LUKES,0015CJ1HAB8N8YU,Y
430015,AVERA ST MARY'S HOSPITAL,0015CJ1HAB8N8YU,Y
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,0015CJ1HAB8N8YU,Y
430027,SANFORD USD MEDICAL CENTER,0015CHL24QZ8GAF,Y
430048,MONUMENT HEALTH SPEARFISH HOSPITAL,0015C4J0ZKW5KKJ,Y
430077,MONUMENT HEALTH RAPID CITY HOSPITAL,0015C4J0ZKW5KKJ,Y
430084,PHS INDIAN HOSPITAL AT ROSEBUD,0015CWD0UCD0JJL,Y
430089,DUNES SURGICAL HOSPITAL,0015CPA1WB1RYG8,Y
430090,SIOUX FALLS SPECIALTY HOSPITAL,0015CXC1UU1C0DT,Y
430091,BLACK HILLS SURGICAL HOSPITAL LLP,0015CFG3Q10HY2V,Y
430093,SAME DAY SURGERY CENTER LLC,0015CD44ZFB3ZJS,Y
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,0015CJ1HAB8N8YU,Y
430097,SANFORD MEDICAL CENTER ABERDEEN,0015CHL24QZ8GAF,Y
430098,PINE RIDGE IHS HOSPITAL,0015CWD0UCD0JJL,No
430099,REHAB & CRITICAL CARE HOSPITAL OF THE BLACK HILLS,,No
431300,MADISON REGIONAL HEALTH SYSTEM,0015CW40F8CZL04,Y
431301,FAULKTON AREA MEDICAL CENTER,0015C42C2MMY2TK,Y
431302,AVERA MISSOURI RIVER HEALTH CENTER,0015CJ1HAB8N8YU,Y
431305,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,0015CHL24QZ8GAF,Y
431306,PLATTE HEALTH CENTER,0015CJ1HAB8N8YU,Y
431307,SANFORD CLEAR LAKE MEDICAL CENTER,0015CHL24QZ8GAF,Y
431308,EUREKA COMMUNITY HEALTH SERVICES - CAH,0015CJ1HAB8N8YU,Y
431309,COMMUNITY MEMORIAL HOSPITAL,0015CHL24QZ8GAF,Y
431310,AVERA FLANDREAU HOSPITAL - CAH,0015CJ1HAB8N8YU,Y
431311,SANFORD HOSPITAL WEBSTER - CAH,0015CHL24QZ8GAF,Y
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,0015CJ1HAB8N8YU,Y
431313,FREEMAN MEDICAL CENTER - CAH,0015CJ1HAB8N8YU,Y
431314,BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,0015CP587BP0W9H,Y
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,0015CJ1HAB8N8YU,Y
431316,COMMUNITY MEMORIAL HOSPITAL,0015CJ1HAB8N8YU,Y
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,0015CJ1HAB8N8YU,Y
431318,BOWDLE HOSPITAL - CAH,0015CJ1HAB8N8YU,Y
431319,HANS P PETERSON MEMORIAL HOSPITAL - CAH,0015C9QWN8NXF2S,Y
431320,MONUMENT HEALTH LEAD-DEADWOOD HOSPITAL,0015C4J0ZKW5KKJ,Y
431321,MONUMENT HEALTH STURGIS HOSPITAL,0015C4J0ZKW5KKJ,Y
431322,FALL RIVER HOSPITAL - CAH,0015CU63GY58X0S,Y
431323,MONUMENT HEALTH CUSTER HOSPITAL,0015C4J0ZKW5KKJ,Y
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,0015CJ1HAB8N8YU,Y
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,0015CLT8S0A3MT6,Y
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,0015CJ1HAB8N8YU,Y
431327,ST MICHAEL'S HOSPITAL - CAH,0015CJ1HAB8N8YU,Y
431328,PIONEER MEMORIAL HOSPITAL - CAH,0015CHL24QZ8GAF,Y
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,0015CHL24QZ8GAF,Y
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,0015CJ1HAB8N8YU,Y
431331,AVERA DELLS AREA HOSPITAL  - CAH,0015CJ1HAB8N8YU,Y
431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,0015CJ1HAB8N8YU,Y
431333,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,0015CHL24QZ8GAF,Y
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,,No
431335,HURON REGIONAL MEDICAL CENTER,0015C653E6J0GQN,Y
431336,SANFORD VERMILLION HOSPITAL,0015CHL24QZ8GAF,Y
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,0015CJ1HAB8N8YU,Y
431338,AVERA GREGORY HOSPITAL,0015CJ1HAB8N8YU,Y
431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,0015CHL24QZ8GAF,Y
431340,AVERA QUEEN OF PEACE,0015CJ1HAB8N8YU,Y
431383,EAGLE BUTTE INDIAN HEALTH SERVICE HOSPITAL,0015CWD0UCD0JJL,No
433300,LIFESCAPE,,No
440001,UNICOI COUNTY  HOSPITAL,0015C3QY9WRC3XP,Y
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,0015CQB8ZM93KD6,Y
440003,HIGHPOINT HEALTH-SUMNER WITH ASCENSION SAINT THOMA,0015CU9F01FSC1G,Y
440006,TRISTAR SKYLINE MEDICAL CENTER,0015C622YQ4JDC3,Y
440007,UNITY MEDICAL CENTER,0015CFG3Q10HY2V,Y
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,,No
440009,CUMBERLAND MEDICAL CENTER,0015CE3KT9JDC2W,Y
440010,WAYNE MEDICAL CENTER,0015C2RCJ2PGW63,Y
440011,BLOUNT MEMORIAL HOSPITAL,0015C9A12E1QK0F,Y
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,0015C3QY9WRC3XP,Y
440015,"UNIVERSITY HEALTH SYSTEM, INC",0015CDC04G3VFH4,Y
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,0015C5HKP92HQ7U,Y
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,0015C3QY9WRC3XP,Y
440018,SYCAMORE SHOALS HOSPITAL,0015C3QY9WRC3XP,Y
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,0015CD30BJE5K3L,Y
440029,WILLIAMSON MEDICAL CENTER,0015CBX4HFN3AQN,Y
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,0015C653E6J0GQN,Y
440031,ROANE MEDICAL CENTER,0015C653E6J0GQN,Y
440032,HAWKINS COUNTY MEMORIAL HOSPITAL,0015C3QY9WRC3XP,Y
440033,LAFOLLETTE MEDICAL CENTER,0015CPE9ARQ008M,Y
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,0015C653E6J0GQN,Y
440035,TENNOVA HEALTHCARE-CLARKSVILLE,0015CPE9ARQ008M,Y
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,0015CQ9XL5NVY2Z,Y
440046,TRISTAR HORIZON MEDICAL CENTER,0015C622YQ4JDC3,Y
440048,BAPTIST MEMORIAL HOSPITAL,0015C5HKP92HQ7U,Y
440049,METHODIST HOSPITALS OF MEMPHIS,0015C54G7L54DLK,Y
440050,GREENEVILLE COMMUNITY HOSPITAL,0015C3QY9WRC3XP,Y
440053,SAINT THOMAS RUTHERFORD HOSPITAL,0015C5AKV1891AK,Y
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,0015CPE9ARQ008M,Y
440057,CLAIBORNE MEDICAL CENTER,0015CD30BJE5K3L,Y
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,0015C4XYB82NW5B,Y
440059,COOKEVILLE REGIONAL MEDICAL CENTER,0015CZT12G0HLB7,Y
440060,WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,0015CQB8ZM93KD6,Y
440061,VOLUNTEER COMMUNITY HOSPITAL,0015CQB8ZM93KD6,Y
440063,JOHNSON CITY MEDICAL CENTER,0015C3QY9WRC3XP,Y
440065,TRISTAR NORTHCREST MEDICAL CENTER,0015C622YQ4JDC3,Y
440068,STARR REGIONAL MEDICAL CENTER ATHENS,0015C8CHE73ABS5,Y
440072,DYERSBURG REGIONAL MEDICAL CENTER,0015CQB8ZM93KD6,Y
440073,MAURY REGIONAL HOSPITAL,0015C2RCJ2PGW63,Y
440081,LECONTE MEDICAL CENTER,0015C653E6J0GQN,Y
440082,ASCENSION SAINT THOMAS HOSPITAL,0015C5AKV1891AK,Y
440084,SWEETWATER HOSPITAL ASSOCIATION,,No
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",0015CWD2653NY5L,Y
440102,LINCOLN MEDICAL CENTER,0015CEU7S4GHS1S,Y
440104,ERLANGER MEDICAL CENTER,0015C4J0ZKW5KKJ,Y
440109,HARDIN MEDICAL CENTER,0015CDA13YNK8F1,Y
440110,FORT LOUDOUN MEDICAL CENTER,0015C653E6J0GQN,Y
440111,METRO NASHVILLE GENERAL HOSPITAL,,No
440120,PHYSICIANS REGIONAL MEDICAL CENTER,0015CPE9ARQ008M,Y
440125,FORT SANDERS REGIONAL MEDICAL CENTER,0015C653E6J0GQN,Y
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,0015C5HKP92HQ7U,Y
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,0015C5HKP92HQ7U,Y
440132,WEST TENNESSEE HEALTHCARE HENRY COUNTY HOSPITAL,0015CG91R3XQ5T3,Y
440137,VANDERBILT BEDFORD HOSPITAL,0015CQ9XL5NVY2Z,Y
440144,VANDERBILT TULLAHOMA-HARTON HOSPITAL,0015CQ9XL5NVY2Z,Y
440148,DEKALB COMMUNITY HOSPITAL,0015C5AKV1891AK,Y
440150,TRISTAR SUMMIT MEDICAL CENTER,0015C622YQ4JDC3,Y
440151,SAINT THOMAS RIVER PARK HOSPITAL,0015C5AKV1891AK,Y
440152,REGIONAL ONE HEALTH,0015CFV5HFN92A3,Y
440153,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,0015CPE9ARQ008M,Y
440156,PARKRIDGE MEDICAL CENTER,0015C622YQ4JDC3,Y
440159,DELTA SPECIALTY HOSPITAL,,No
440161,TRISTAR CENTENNIAL MEDICAL CENTER,0015C622YQ4JDC3,Y
440173,PARKWEST MEDICAL CENTER,0015C653E6J0GQN,Y
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,0015CD30BJE5K3L,Y
440176,INDIAN PATH COMMUNITY HOSPITAL,0015C3QY9WRC3XP,Y
440183,ST FRANCIS HOSPITAL,0015CPS61Z1JW9R,Y
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,0015C3QY9WRC3XP,Y
440185,AFFILIATE OF VITRUVIAN HEALTH,0015CPE9ARQ008M,Y
440187,LIVINGSTON REGIONAL HOSPITAL,0015CC4NC7PMU4W,Y
440192,SAINT THOMAS HIGHLANDS HOSPITAL,0015C5AKV1891AK,Y
440193,VANDERBILT WILSON COUNTY HOSPITAL,0015CQ9XL5NVY2Z,Y
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,0015C622YQ4JDC3,Y
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,0015C622YQ4JDC3,Y
440200,STONES RIVER HOSPITAL,0015C5AKV1891AK,Y
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,0015C80E18RAW4X,Y
440227,TRISTAR STONECREST MEDICAL CENTER,0015C622YQ4JDC3,Y
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,0015CPS61Z1JW9R,Y
440231,TRUSTPOINT HOSPITAL,,No
