facility_id,facility_name,address,city/town,state,zip_code,county/parish,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs,start_date,end_date
390316,SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610,BERKS,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,3300 TILLMAN DRIVE,BENSALEM,PA,19020,BUCKS,0015CMZ172UYZ2N,True,2023-01-01,2023-12-31
390323,ADVANCED SURGICAL HOSPITAL,100 TRICH DRIVE,WASHINGTON,PA,15301,WASHINGTON,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
390324,PHYSICIANS CARE SURGICAL HOSPITAL,454 ENTERPRISE DRIVE,ROYERSFORD,PA,19468,MONTGOMERY,,,2023-01-01,2023-12-31
390325,OSS ORTHOPAEDIC HOSPITAL,1861 POWDER MILL RD,YORK,PA,17402,YORK,0015C7ZEJ6BU1C3,True,2023-01-01,2023-12-31
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1872 ST LUKE'S BLVD,EASTON,PA,18045,NORTHAMPTON,0015CU4K22JVL8J,True,2023-01-01,2023-12-31
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,YORK,PA,17403,YORK,0015C4813GJT60L,True,2023-01-01,2023-12-31
390328,UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146,ALLEGHENY,0015C4F9W7075HE,True,2023-01-01,2023-12-31
390329,JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,559 WEST GERMANTOWN PIKE,EAST NORRITON,PA,19403,MONTGOMERY,0015CXG91Q2CMQ1,True,2023-01-01,2023-12-31
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,100 ST LUKE'S LANE,STROUDSBURG,PA,18360,MONROE,0015CU4K22JVL8J,True,2023-01-01,2023-12-31
390331,WILLS EYE HOSPITAL,840 WALNUT STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,,,2023-01-01,2023-12-31
390332,GEISINGER ST. LUKE'S  HOSPITAL,100 PARAMOUNT BOULEVARD,ORWIGSBGURG,PA,17961,SCHUYLKILL,0015CU4K22JVL8J,True,2023-01-01,2023-12-31
390333,"AHN EMERUS WESTMORELAND, LLC",6321 ROUTE 30,GREENSBURG,PA,15601,WESTMORELAND,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
390334,AHN WEXFORD HOSPITAL,12351 PERRY HIGHWAY,WEXFORD,PA,15090,ALLEGHENY,0015C8XCN16R6V5,True,2023-01-01,2023-12-31
390335,ST LUKE'S HOSPITAL - CARBON CAMPUS,500 ST LUKE'S DRIVE,LEHIGHTON,PA,18235,CARBON,0015CU4K22JVL8J,True,2023-01-01,2023-12-31
390336,PENN STATE HEALTH HAMPDEN MEDICAL CENTER,2200 GOOD HOPE ROAD,ENOLA,PA,17025,CUMBERLAND,0015CSZ1D3D119Q,True,2023-01-01,2023-12-31
390337,GEISINGER MEDICAL CENTER MUNCY,255 ROUTE 220 HIGHWAY,MUNCY,PA,17756,LYCOMING,0015CTU9MP4EP7C,True,2023-01-01,2023-12-31
390338,LEHIGH VALLEY HOSPITAL - DICKSON CITY,330 MAIN STREET,DICKSON CITY,PA,18519,LACKAWANNA,0015CSC3LJ4K3LJ,True,2023-01-01,2023-12-31
390339,PENN STATE HEALTH LANCASTER MEDICAL CENTER,2160 STATE ROAD,LANCASTER,PA,17601,LANCASTER,0015CSZ1D3D119Q,True,2023-01-01,2023-12-31
390430,LEHIGH VALLEY HOSPITAL - MACUNGIE,3369 STATE ROUTE 100,MACUNGIE,PA,18062,LEHIGH,,,2023-01-01,2023-12-31
391300,GEISINGER JERSEY SHORE HOSPITAL,1020 THOMPSON STREET,JERSEY SHORE,PA,17740,LYCOMING,0015CTU9MP4EP7C,True,2023-01-01,2023-12-31
391301,UPMC MUNCY,215 EAST WATER STREET,MUNCY,PA,17756,LYCOMING,0015C4F9W7075HE,True,2023-01-01,2023-12-31
391302,CONEMAUGH MEYERSDALE MEDICAL CENTER,200 HOSPITAL DRIVE,MEYERSDALE,PA,15552,SOMERSET,0015CYT94LS81XV,True,2023-01-01,2023-12-31
391303,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,0015CTA71RA982F,True,2023-01-01,2023-12-31
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,,,2023-01-01,2023-12-31
391305,TROY COMMUNITY HOSPITAL,275 GUTHRIE DRIVE,TROY,PA,16947,BRADFORD,0015CS2TT1R8X1C,True,2023-01-01,2023-12-31
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,SUSQUEHANNA,,,2023-01-01,2023-12-31
391307,PENN HIGHLANDS TYRONE,187 HOSPITAL DRIVE,TYRONE,PA,16686,BLAIR,0015CSZ2VTV7WY6,True,2023-01-01,2023-12-31
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,0015C7ZEJ6BU1C3,True,2023-01-01,2023-12-31
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,0015CFG3Q10HY2V,True,2023-01-01,2023-12-31
391312,PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,JEFFERSON,0015CSZ2VTV7WY6,True,2023-01-01,2023-12-31
391313,UPMC COLE,1001 EAST SECOND STREET,COUDERSPORT,PA,16915,POTTER,0015CSB4Y1BMG1U,True,2023-01-01,2023-12-31
391314,TITUSVILLE AREA HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,CRAWFORD,0015CDQ4NT0CME6,True,2023-01-01,2023-12-31
391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,0015CSZ2VTV7WY6,True,2023-01-01,2023-12-31
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,0015C4F9W7075HE,True,2023-01-01,2023-12-31
391317,CONEMAUGH MINERS MEDICAL CENTER,290 HAIDA AVENUE,HASTINGS,PA,16646,CAMBRIA,0015CYT94LS81XV,True,2023-01-01,2023-12-31
393302,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,ONE CHILDREN'S HOSPITAL DRIVE,PITTSBURGH,PA,15224,ALLEGHENY,,,2023-01-01,2023-12-31
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,3401 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,PHILADELPHIA,,,2023-01-01,2023-12-31
393304,CHILDREN'S HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,,,2023-01-01,2023-12-31
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,160 EAST ERIE AVE,PHILADELPHIA,PA,19134,PHILADELPHIA,,,2023-01-01,2023-12-31
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,3551 N BROAD STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,,,2023-01-01,2023-12-31
400001,PRESBYTERIAN COMMUNITY HOSP,1451 ASHFORD AVENUE,SAN JUAN,PR,00907,SAN JUAN,0015CFX08VG5AXH,True,2023-01-01,2023-12-31
400003,HOSPITAL METROPOLITANO DR PILA,2435  BOULEVARD LUIS A FERRE,PONCE,PR,00717,PONCE,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,00936,SAN JUAN,,,2023-01-01,2023-12-31
400005,HOPE MEDICAL CENTER,3 CALLE FONT MARTELO E,HUMACAO,PR,00791,HUMACAO,0015CLL9VAX6EZQ,,2023-01-01,2023-12-31
400006,DOCTOR'S CENTER DE SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,SANTURCE,PR,00909,SAN JUAN,0015CKP6KWF4UW0,,2023-01-01,2023-12-31
400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,PR,00791,HUMACAO,0015C917BEA0FB5,,2023-01-01,2023-12-31
400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,PR,00631,LARES,,,2023-01-01,2023-12-31
400011,"HOSPITAL MENONITA HUMACAO, INC",300  AVE FONT MARTELLO,HUMACAO,PR,00792,HUMACAO,0015CS7XK0W87PF,True,2023-01-01,2023-12-31
400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,PR,00935,SAN JUAN,,,2023-01-01,2023-12-31
400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,00737,CAYEY,0015CS7XK0W87PF,True,2023-01-01,2023-12-31
400014,BELLA VISTA HOSPITAL,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,PR,00681,MAYAGUEZ,0015CA45TU33P9R,,2023-01-01,2023-12-31
400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,PR,00936,SAN JUAN,0015C917BEA0FB5,,2023-01-01,2023-12-31
400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE  735 STOP 37 1/2,SAN JUAN,PR,00918,SAN JUAN,,,2023-01-01,2023-12-31
400018,HOSPITAL MENONITA DE AIBONITO,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,PR,00705,AIBONITO,0015CS7XK0W87PF,True,2023-01-01,2023-12-31
400019,HOSPITAL PAVIA SANTURCE,STREET PROFESOR AUGUSTO RODRIGUEZ #1462,SAN JUAN,PR,00910,SAN JUAN,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,PR,00683,SAN GERMAN,0015C720UFM119U,True,2023-01-01,2023-12-31
400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,PR,00717,PONCE,0015C917BEA0FB5,True,2023-01-01,2023-12-31
400032,BAYAMON MEDICAL CENTER,CARRETERA #2 KM 11 7,BAYAMON,PR,00960,BAYAMON,0015CYN11UCD45P,True,2023-01-01,2023-12-31
400044,HOSPITAL EPISCOPAL SAN LUCAS II,917 AVE TITO CASTRO,PONCE,PR,00716,PONCE,0015CZ5HQA3QUJ3,,2023-01-01,2023-12-31
400048,HOSPITAL MENONITA GUAYAMA,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,00785,GUAYANILLA,0015CS7XK0W87PF,True,2023-01-01,2023-12-31
400061,HOSPITAL UNIVERSITARIO DE ADULTO,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,PR,00927,SAN JUAN,,,2023-01-01,2023-12-31
400079,HOSPITAL  COMUNITARIO BUEN SAMARITANO INC,CARR EST PR 460 KM 0 2 BO CAIMITAL BAJO,AGUADILLA,PR,00603,AGUADILLA,0015C917BEA0FB5,,2023-01-01,2023-12-31
400087,HOSPITAL PAVIA ARECIBO,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,PR,00612,ARECIBO,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,PR,00923,SAN JUAN,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400102,DOCTORS' CENTER BAYAMON,CALLE  J 9 EXTENSION  HERMANAS DAVILA,BAYAMON,PR,00960,BAYAMON,0015CKP6KWF4UW0,,2023-01-01,2023-12-31
400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,CARR 2 BO SABALOS,MAYAGUEZ,PR,00682,MAYAGUEZ,0015CYN11UCD45P,True,2023-01-01,2023-12-31
400104,HOSPITAL MENONITA CAGUAS INC,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,PR,00725,CAGUAS,0015CS7XK0W87PF,True,2023-01-01,2023-12-31
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,PR,00956,BAYAMON,,,2023-01-01,2023-12-31
400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,00915,SAN JUAN,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400109,HIMA SAN PABLO BAYAMON,70 CALLE SANTA CRUZ,BAYAMON,PR,00961,BAYAMON,0015CLL9VAX6EZQ,True,2023-01-01,2023-12-31
400110,HOSPITAL PAVIA YAUCO,ROAD 128 KM 1.0,YAUCO,PR,00698,YAUCO,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400111,HOSPITAL SAN CARLOS BORROMEO,CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,00676,MOCA,,,2023-01-01,2023-12-31
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,00984,CAROLINA,0015C8CHE73ABS5,,2023-01-01,2023-12-31
400113,HOSPITAL MENONITA PONCE,CARR PR 506 KM 1 0 BO COTO LAUREL,PONCE,PR,00780,PONCE,0015CS7XK0W87PF,True,2023-01-01,2023-12-31
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CARR 668 CALLE HERNANDEZ CARRION URB ATENAS,MANATI,PR,00674,MANATI,0015CYN11UCD45P,True,2023-01-01,2023-12-31
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,PR,00693,VEGA BAJA,0015CR6J0TAK0V7,True,2023-01-01,2023-12-31
400117,HOSPITAL METROPOLITANO  DR SUSONI,55 PALM ST,ARECIBO,PR,00614,ARECIBO,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400118,"DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7",MANATI,PR,00674,MANATI,0015CKP6KWF4UW0,True,2023-01-01,2023-12-31
400120,HOSPITAL PAVIA CAGUAS,URB MARIOLGA 100 AVE LUIS MUNOZ MARIN,CAGUAS,PR,00725,CAGUAS,0015CLA5J01BVJ6,,2023-01-01,2023-12-31
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,PR,00969,GUAYNABO,0015CKX0JW40CCE,True,2023-01-01,2023-12-31
400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,PR,00681,MAYAGUEZ,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,PR,00936,SAN JUAN,,,2023-01-01,2023-12-31
400126,HOSPITAL METROPOLITANO DE SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,00683,SAN GERMAN,0015CHH2AAH53VH,True,2023-01-01,2023-12-31
400127,ASEM,EDIFICIO CENTRAL JULIO A PEREZ MEDICAL CENTER,SAN JUAN,PR,00935,SAN JUAN,,,2023-01-01,2023-12-31
400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,PR,00919,SAN JUAN,0015CHH2AAH53VH,,2023-01-01,2023-12-31
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,00641,UTUADO,,,2023-01-01,2023-12-31
400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,PR,00738,FAJARDO,0015C917BEA0FB5,,2023-01-01,2023-12-31
400132,DOCTORS CENTER HOSPITAL  CAROLINA LLC,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,PR,00979,SAN JUAN,0015CKP6KWF4UW0,True,2023-01-01,2023-12-31
400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,PR,00912,SAN JUAN,0015C44X5DUB66S,,2023-01-01,2023-12-31
400135,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,PR 21 INT PR 18 BO MONACILLOS URBANO,SAN JUAN,PR,00927,SAN JUAN,,,2023-01-01,2023-12-31
400136,HOSPITAL SAN ANTONIO INC,18 CALLE DR RAMOS E BETANCES N,MAYAGUEZ,PR,00680,MAYAGUEZ,,,2023-01-01,2023-12-31
400137,DOCTORS CENTER HOSPITAL ORLANDO HEALTH DORADO,ROAD 696 INTERSECTION EFRON AVENUE BO HIGUILLAR,DORADO,PR,00646,DORADO,0015CLG22RSC84T,,2023-01-01,2023-12-31
400138,PUERTO RICO WOMEN AND CHILDREN HOSPITAL LLC,CARR PR-2 KM11 6 INTERIOR ALEDANO HOSPITAL HERMANO,BAYAMON,PR,00959,BAYAMON,,,2023-01-01,2023-12-31
400139,HOSPITAL EPISCOPAL  SAN LUCAS METRO,CARR 844 KM 0 5 CUPEY,SAN JUAN,PR,00928,SAN JUAN,,,2023-01-01,2023-12-31
403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,PR,00935,SAN JUAN,,,2023-01-01,2023-12-31
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,0015CDF5PY4TJP8,True,2023-01-01,2023-12-31
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,02904,PROVIDENCE,0015CDF5PY4TJP8,True,2023-01-01,2023-12-31
410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,RI,02840,NEWPORT,0015CMR2H5W8V1L,True,2023-01-01,2023-12-31
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,02902,PROVIDENCE,0015CMR2H5W8V1L,True,2023-01-01,2023-12-31
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,02879,WASHINGTON,0015C232RB5011D,True,2023-01-01,2023-12-31
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,02886,KENT,0015CEZ6FY4WR6V,True,2023-01-01,2023-12-31
410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,02905,PROVIDENCE,0015CEZ6FY4WR6V,True,2023-01-01,2023-12-31
410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,RI,02895,PROVIDENCE,0015C4H2WUK0S3A,True,2023-01-01,2023-12-31
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,02906,PROVIDENCE,0015CMR2H5W8V1L,True,2023-01-01,2023-12-31
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,02891,WASHINGTON,0015C257B7545Y1,True,2023-01-01,2023-12-31
420002,PIEDMONT MEDICAL CENTER,1731 FRANK GASTON BLVD,ROCK HILL,SC,29732,YORK,0015CLT8S0A3MT6,True,2023-01-01,2023-12-31
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON STREET PO BOX 1327,DILLON,SC,29536,DILLON,0015C37GF5EE7ZL,True,2023-01-01,2023-12-31
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,0015CYA85WUZ6AJ,True,2023-01-01,2023-12-31
420009,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,298 MEMORIAL DR,SENECA,SC,29672,OCONEE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,0015CUR4EAF5ZKZ,True,2023-01-01,2023-12-31
420011,CANNON MEMORIAL HOSPITAL,123 W G ACKER DRIVE,PICKENS,SC,29671,PICKENS,0015CRT7Y4XJX42,True,2023-01-01,2023-12-31
420015,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420018,PRISMA HEALTH RICHLAND HOSPITAL,5 MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420019,MUSC HEALTH CHESTER MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,,,2023-01-01,2023-12-31
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420026,MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,2435 FOREST DRIVE,COLUMBIA,SC,29204,RICHLAND,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,0015CRT7Y4XJX42,,2023-01-01,2023-12-31
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,0015C622YQ4JDC3,True,2023-01-01,2023-12-31
420033,PRISMA HEALTH GREER MEMORIAL HOSPITAL,1413 JOHN B WHITE SR BLVD SUITE D,SPARTANBURG,SC,29306,SPARTANBURG,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,800 W MEETING ST,LANCASTER,SC,29720,LANCASTER,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420037,PRISMA HEALTH HILLCREST HOSPITAL,741 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681,GREENVILLE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,LAURENS,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420043,CHEROKEE MEDICAL CENTER,1530 N LIMESTONE ST,GAFFNEY,SC,29340,CHEROKEE,0015CYA85WUZ6AJ,True,2023-01-01,2023-12-31
420048,KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,SC,29020,KERSHAW,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,0015CFR3QTF4M95,True,2023-01-01,2023-12-31
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,0015C37GF5EE7ZL,True,2023-01-01,2023-12-31
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,NEWBERRY,,,2023-01-01,2023-12-31
420055,MUSC HEALTH MARION MEDICAL CENTER,2829 E HWY 76,MULLINS,SC,29574,MARION,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,CHARLESTON,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,BEAUFORT,0015CW5A59QBT9K,True,2023-01-01,2023-12-31
420070,PRISMA HEALTH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,SUMTER,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,0015C97XDZ8XB5U,True,2023-01-01,2023-12-31
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,,,2023-01-01,2023-12-31
420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,0015CK5UZP40BNB,True,2023-01-01,2023-12-31
420078,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,701 GROVE ROAD,GREENVILLE,SC,29605,GREENVILLE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,CHARLESTON,0015C622YQ4JDC3,True,2023-01-01,2023-12-31
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29926,BEAUFORT,0015CLT8S0A3MT6,True,2023-01-01,2023-12-31
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,0015CQC4AND9RQT,True,2023-01-01,2023-12-31
420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,HORRY,0015C622YQ4JDC3,True,2023-01-01,2023-12-31
420086,PRISMA HEALTH BAPTIST,1330 TAYLOR AT MARION ST,COLUMBIA,SC,29220,RICHLAND,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,CHARLESTON,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,CHARLESTON,0015CLT8S0A3MT6,True,2023-01-01,2023-12-31
420091,MUSC HEALTH FLORENCE MEDICAL CENTER,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,FLORENCE,0015C2DDX89TPT7,True,2023-01-01,2023-12-31
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HWY 17,MURRELLS INLET,SC,29576,HORRY,,,2023-01-01,2023-12-31
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,0015CLT8S0A3MT6,True,2023-01-01,2023-12-31
420102,PRISMA HEALTH  PATEWOOD HOSPITAL,175 PATEWOOD DRIVE,GREENVILLE,SC,29615,GREENVILLE,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,0015CYA85WUZ6AJ,True,2023-01-01,2023-12-31
420104,MOUNT PLEASANT HOSPITAL,3510 HIGHWAY 17 NORTH SUITE 140,MOUNT PLEASANT,SC,29466,CHARLESTON,0015C4J0ZKW5KKJ,True,2023-01-01,2023-12-31
420105,MCLEOD LORIS  HOSPITAL,3655 MITCHELL STREET,LORIS,SC,29569,HORRY,0015C37GF5EE7ZL,True,2023-01-01,2023-12-31
